Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,Nayuta core 2-4,,,,,,,
Nayuta.Core2-23,戦闘員,「お？マジか、コイツあれだけやってまだケツ穴閉められんのか？」,「お？マジか、コイツあれだけやってまだケツ穴閉められんのか？」,「喔？真的假的，這傢伙被搞成這樣還能夾緊屁眼嗎？」,"""Oh? Seriously, she can't shut his asshole after all that?""","""Oh? Seriously? After all that, she can still clench her asshole?""","「오? 진짜냐, 이 녀석 저렇게 당하고도 아직 엉덩이 구멍 조일 수 있는 건가?」",「喔？真的假的，这家伙被搞成这样还能夹紧屁眼吗？」
,,,,,,,,
Nayuta.Core2-24,那由多,「っっ！、こ、この程度っ♥！」,「っっ！、こ、この程度っ♥！」,「唔唔！這、這種程度♥！」,"""This is it! This, this much!","""Ngh! T-this much♥!""","「윽!, 이, 이 정도♥!」",「唔唔！、这、这种程度♥！」
,,,,,,,,
Nayuta.Core2-25,,「私は最強の聖核戦姫ですッ！♥、こんなことでっ、絶対に負けませんっ！」,「私は最強の聖核戦姫ですッ！♥、こんなことでっ、絶対に負けませんっ！」,「我是最強的聖核戰姫！♥我絕對不會因為這種事就輸了！」,I am the strongest Holy Core Battlemaiden! I will never be defeated by such a thing!,"""I am the strongest Holy Core Battlemaiden♥! I will never lose to something like this!""","「저는 최강의 성핵전희입니다!♥, 이런 걸로, 절대로 지지 않겠습니다!」",「我是最强的圣核战姫！♥，我绝对不会因为这种事就输了！」
,,,,,,,,
Nayuta.Core2-26,戦闘員,「ったく……手間かけさせやがって…」,「ったく……手間かけさせやがって…」,「真是的……盡給人添麻煩…」,"Damn you ...... for making me go through all that trouble...""","""Geez... making us go through all this trouble...""",「정말…… 귀찮게 하네…」,「真是的……尽给人添麻烦…」
,,,,,,,,
Nayuta.Core2-27,,そう言うと戦闘員は那由多のアナルに指を突っ込み、聖核を握る,そう言うと戦闘員は那由多のアナルに指を突っ込み、聖核を握る,戰鬥員這麼說著，將手指伸進那由多的肛門，握住了聖核。,Then the fighter sticks his finger into Nayuta's anus and grasps the Seikaku.,"Saying that, the soldier stuck his finger into Nayuta's anus and grabbed the Holy Core.","그렇게 말하며 전투원은 나유타의 애널에 손가락을 쑤셔 넣어, 성핵을 잡는다",战斗员这么说着，将手指伸进那由多的肛门，握住了圣核。
,Nayuta core 2-5,,,,,,,
Nayuta.Core2-28,,ドルルルッ！,ドルルルッ！,咚嚕嚕！,Dorrrrrrrrrrrrrrrrrrrrrrrrr!,Glurrrrrr!,도르르릇!,咚噜噜！
,,,,,,,,
Nayuta.Core2-29,那由多,「ひっぐうっ♥！、な、なあっ！？」,「ひっぐうっ♥！、な、なあっ！？」,「呀嗚♥！什、什麼！？」,"""Hi―guh―♥! Nah, nah!","""Hggg♥! W-whaah?!""","「히익극우웃♥!, 무, 무앗!?」",「呀呜♥！、什、什么！？」
,,,,,,,,
Nayuta.Core2-30,戦闘員,「おら、せいぜいぶっ壊れたケツ穴で抵抗してみろ」,「おら、せいぜいぶっ壊れたケツ穴で抵抗してみろ」,「喂，妳就盡管用妳那壞掉的屁眼抵抗看看啊。」,"Come on, try to fight back with your busted asshole.","""Come on, try resisting with that broken asshole of yours.""","「자, 힘껏 망가진 엉덩이 구멍으로 저항해 봐라」",「喂，你就尽管用你那坏掉的屁眼抵抗看看啊。」
,,,,,,,,
Nayuta.Core2-31,那由多,「ほ゛おっ！？、や、やめなさいっ♥！」,「ほ゛おっ！？、や、やめなさいっ♥！」,「吼喔！？住、住手♥！」,"""Whoa! No, no, stop it!","""Hohh?! S-stop it♥!""","「호옷 오옷!?, 여, 그만두십시오♥!」",「吼喔！？、住、住手♥！」
,,,,,,,,
Nayuta.Core2-32,,那由多はアナルにキュウキュウと力を入れ、必死に抵抗する,那由多はアナルにキュウキュウと力を入れ、必死に抵抗する,那由多拚命地將肛門縮緊，死命抵抗。,,"Nayuta clenched her anus tightly, desperately resisting.","나유타는 애널에 큣큣하고 힘을 주어, 필사적으로 저항한다",那由多拚命地将肛门缩紧，死命抵抗。
,,,,,,,,
Nayuta.Core2-33,戦闘員,「おいおい、最強の聖核戦姫はそんなもんか？もっと力入れねえと抜けちまうぞ？」,「おいおい、最強の聖核戦姫はそんなもんか？もっと力入れねえと抜けちまうぞ？」,「喂喂，最強的聖核戰姫只有這點程度嗎？再不用力點就要被拔出來囉？」,"""Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey! You'd better work harder or you'll lose it.","""Hey now, is that all the strongest Holy Core Battlemaiden can do? If you don't try harder, I'll pull it out.""","「어이어이, 최강의 성핵전희가 그 정도인가? 더 힘주지 않으면 빠져버린다고?」",「喂喂，最强的圣核战姫只有这点程度吗？再不用力点就要被拔出来啰？」
,,,,,,,,
Nayuta.Core2-34,那由多,「くううっ♥……黙り……なさいっ♥」,「くううっ♥……黙り……なさいっ♥」,「嗚嗚嗚♥……閉……嘴♥」,"Kuuuh ♥...... shut up and ...... stay ♥""","""Kuuuh♥... Be... quiet♥!""",「크으으윽♥…… 닥치……십시오♥」,「呜呜呜♥……闭……嘴♥」
,,,,,,,,
Nayuta.Core2-35,,(っ……！、私がっ……！こんな所で負けるわけにはっ！),(っ……！、私がっ……！こんな所で負けるわけにはっ！),（唔……！我…！不能在這種地方輸掉！）,(......! I'm ......! I can't lose here!),(...! I... can't lose in a place like this!),"(윽……!, 내가……! 이런 곳에서 질 수는!)",（唔……！我…！不能在这种地方输掉！）
,,,,,,,,
Nayuta.Core2-36,,「私はっ……最強の聖核戦姫ですっ……！」,「私はっ……最強の聖核戦姫ですっ……！」,「我……是最強的聖核戰姫……！」,"I am ...... the most powerful Holy Core Battlemaiden ......!""","""I am... the strongest Holy Core Battlemaiden...!""",「나는…… 최강의 성핵전희입니다……!」,「我……是最强的圣核战姫……！」
,,,,,,,,
Nayuta.Core2-37,,「私が負けたらっ……学園の子達や…他の聖核戦姫までっ…」,「私が負けたらっ……都市の平和や…他の聖核戦姫までっ…」,「如果我輸了……都市的和平…還有其他的聖核戰姫都…」,"""If I lose, the children of ...... Academy... and even the other Holy Core Battlemaidenes...""","""If I lose... the city's peace and... the other Holy Core Battlemaidens too...""",「내가 지면…… 도시의 평화나… 다른 성핵전희까지…」,「如果我输了……都市的和平…还有其他的圣核战姫都…」
,,,,,,,,
Nayuta.Core2-38,,「ですからっ……！私は負けるわけにはいきませんっ！絶対に諦めないッ！」,「ですからっ……！私は負けるわけにはいきませんっ！絶対に諦めないッ！」,「所以……！我不能輸！我絕對不會放棄！」,"""That's why ......! I can't lose! I will not give up!","""That's why...! I cannot lose! I will never give up!""",「그러니까……! 나는 질 수 없습니다! 절대로 포기하지 않아!」,「所以……！我不能输！我绝对不会放弃！」
,,,,,,,,
Nayuta.Core2-39,戦闘員,「ははっ、それが最後の言葉か…オラッ！」,「ははっ、それが最後の言葉か…オラッ！」,「哈哈，那是妳的遺言嗎…看招！」,"Haha, those are your last words... orah!""","""Haha, are those your last words... Take this!""","「하핫, 그게 마지막 말이냐… 자!」",「哈哈，那是你的遗言吗…看招！」
,,,,,,,,
Nayuta.Core2-40,,戦闘員は腕に力を込め、那由多の聖核を強く引っ張る,戦闘員は腕に力を込め、那由多の聖核を強く引っ張る,戰鬥員手臂使勁，用力拉扯那由多的聖核。,Combatants put strength into their arms and pull hard on Nayuta's sacred nucleus.,The soldier pulled hard on Nayuta's Holy Core.,"전투원은 팔에 힘을 주어, 나유타의 성핵을 강하게 잡아당긴다",战斗员手臂使劲，用力拉扯那由多的圣核。
,,,,,,,,
Nayuta.Core2-41,,ドリュリュリュリュッッ！、ドブッ！ブリュリュリュッ！！！,ドリュリュリュリュッッ！、ドブッ！ブリュリュリュッ！！！,咚嚕嚕嚕嚕！！噗！噗啾啾啾！！！,Drizzle―drizzle―drizzle―drizzle! Drururururururururururururururururururururururururururu! ,Splurrrrr! Glub! Blurrrr!,"도릇릇릇릇릇!!, 도븃! 브릇릇릇!!!",咚噜噜噜噜！！、噗！噗啾啾啾！！！
,,,,,,,,
Nayuta.Core2-42,那由多,「ほ゛おおおおおおっっっ！？！？！？」,「ほ゛おおおおおおっっっ！？！？！？」,「吼喔喔喔喔喔喔喔♥♥！？！？！？」,"""Ho―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh―oh.""","""Hohhhhhhhhh?!?!?!""",「호옷 오오오오오오옷!?!?!?」,「吼喔喔喔喔喔喔喔♥♥！？！？！？」
,,,,,,,,
Nayuta.Core2-43,,那由多はアナルに必死に力を込めるが、もはや戦闘員の屈強な腕に引っ張られる聖核を留めることは出来なかった,那由多はアナルに必死に力を込めるが、もはや戦闘員の屈強な腕に引っ張られる聖核を留めることは出来なかった,那由多拚命地緊縮肛門，但已經無法阻止聖核被戰鬥員強壯的手臂拉出來。,"Nayuta put all her strength desperately into her anus, but she could no longer hold the Seikaku that was being pulled by the strong arms of the combatant.","Nayuta desperately tried to clench her anus, but she could no longer hold back the Holy Core being pulled by the soldier's strong arm.","나유타는 애널에 필사적으로 힘을 주지만, 이제 전투원의 강인한 팔에 끌려 나오는 성핵을 막을 수는 없었다",那由多拚命地紧缩肛门，但已经无法阻止圣核被战斗员强壮的手臂拉出来。
,,,,,,,,
Nayuta.Core2-44,那由多,「お゛っ♥、お゛おっ♥、そ、そんな゛ぁっ♥」,「お゛っ♥、お゛おっ♥、そ、そんな゛ぁっ♥」,「喔♥、喔喔♥，怎、怎麼會♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh.""","""Ohh♥, ohhh♥, n-nooo♥""","「오옷 옷♥, 오옷 오옷♥, 그, 그런옷 앗♥」",「喔♥、喔喔♥、怎、怎么会♥」
,,,,,,,,
Nayuta.Core2-45,,ズルルッ、ズルルッ、ズルルッ！,ズルルッ、ズルルッ、ズルルッ！,嘶嚕、嘶嚕、嘶嚕！,"Slurp, slurp, slurp!","Zrrrrr, zrrrrr, zrrrr!","즈르릇, 즈르릇, 즈르릇!",嘶噜、嘶噜、嘶噜！
,,,,,,,,
Nayuta.Core2-46,,「お゛っ♥、お゛っ♥、お゛っ♥、お゛っ♥？」,「お゛っ♥、お゛っ♥、お゛っ♥、お゛っ♥？」,「喔♥、喔♥、喔♥、喔♥？」,"""Oooh, oooh, oooh, oooh, oooh, oooh, oooh?""","""Ohh♥, ohh♥, ohh♥, ohh♥?""","「오옷 옷♥, 오옷 옷♥, 오옷 옷♥, 오옷 옷♥?」",「喔♥、喔♥、喔♥、喔♥？」
,,,,,,,,
Nayuta.Core2-47,,聖核が抜けるにつれて那由多の思考も薄まり、抵抗できる意思も消えていく,聖核が抜けるにつれて那由多の思考も薄まり、抵抗できる意思も消えていく,隨著聖核被拔出，那由多的思考也變得模糊，抵抗的意志也隨之消失。,"As the Seikaku leaves, Nayuta's thoughts fade and her will to resist disappears.","As the Holy Core was pulled out, Nayuta's thoughts grew hazy and her will to resist faded away.","성핵이 빠져나감에 따라 나유타의 사고도 희미해지고, 저항할 수 있는 의지도 사라져 간다",随着圣核被拔出，那由多的思考也变得模糊，抵抗的意志也随之消失。
,,,,,,,,
Nayuta.Core2-48,戦闘員,「おいおい、急にケツ穴緩んじまったな？じゃあこれで終わりだっ！」,「おいおい、急にケツ穴緩んじまったな？じゃあこれで終わりだっ！」,「喂喂，屁眼突然就鬆掉了啊？那就這樣結束吧！」,"""Hey, hey, hey, suddenly you've loosened your asshole, haven't you? Then we're done!""","""Hey now, your asshole suddenly got loose. Then this is the end!""","「어이어이, 갑자기 엉덩이 구멍이 헐거워졌네? 그럼 이걸로 끝이다!」",「喂喂，屁眼突然就松掉了啊？那就这样结束吧！」
,,,,,,,,
Nayuta.Core2-49,Nayuta core 2-6,ズルルルルルッルルッ！,ズルルルルルッルルッ！,嘶嚕嚕嚕嚕嚕嚕！,Zulu zulu zulu!,Zrrrrrr!,즈르르르르릇르릇!,嘶噜噜噜噜噜噜！
,,,,,,,,
Nayuta.Core2-50,,そして戦闘員が一気に腕を引くと、那由多の残りの聖核がところてんのように排出される,そして戦闘員が一気に腕を引くと、那由多の残りの聖核がところてんのように排出される,接著戰鬥員猛地一抽手，那由多剩餘的聖核就像石花凍一樣被排了出來。,"And when the combatant pulls back his arm at once, the rest of Nayuta's Seikaku is ejected like a tokoroten.","Then, as the soldier pulled his arm in one swift motion, Nayuta's remaining Holy Core was expelled like jelly being pushed through a mold.","그리고 전투원이 단숨에 팔을 당기자, 나유타의 남은 성핵이 우뭇가사리처럼 배출된다",接着战斗员猛地一抽手，那由多剩余的圣核就像凉粉一样被排了出来。
,,,,,,,,
Nayuta.Core2-51,那由多,「ほ゛おおおおおおっ♥っ？っ♥～～～～――――――――――お゛っ♥」,「ほ゛おおおおおおっ♥っ？っ♥～～～～――――――――――お゛っ♥」,「吼喔喔喔喔喔喔♥？♥～～～～――――――――――喔♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh. ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥～～～～―――――――――― Oh!","""Hohhhhhhhh♥?♥ Ohoooohh♥""",「호옷 오오오오오오옷♥윽?윽♥~~~~――――――――――오옷 옷♥」,「吼喔喔喔喔喔喔♥？♥～～～～――――――――――喔♥」
