Key,Comment,Japanese,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,English_Steam,Korean_Steam,Simplified Chinese_Steam
Dialog.DLC2-3-87,京,「はっ…！？や、やらっ！！私は下級戦闘員なんてっ、あんな惨めな存在に…ひぎゅっ！？」,「咦…！？做、做什麼！！我竟然成為下級戰鬥員這種…那麼可悲的存在…咕咿！？」,,「はっ…！？や、やらっ！！私は下級戦闘員なんてっ、あんな惨めな存在に…ひぎゅっ！？」,「哈…！？不、不要！我才不要當什麼下級戰鬥員，那種悲慘的存在…！」,"""Ha...?! N-no!! I won't become a junior soldier... Such a pathetic existence... Hgggg?!""","「핫…!? 시, 싫엇!! 나는 하급 전투원 따위, 저런 비참한 존재에게… 히귯!?」",「哈…！？不、不要！我才不要当什么下级战斗员，那种悲惨的存在…！」
,,,,,,,,,
Dialog.DLC2-3-88,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-89,京,「ふざけっ…るなあっ♥！！私は絶対…ひぎいっ♥！？」,「開玩笑…別這樣♥！！我絕對…咿咿♥！？」,,「ふざけっ…るなあっ♥！！私は絶対…ひぎいっ♥！？」,「別、別鬧了！！我絕對……！」,"""Don't... screw with me♥!! I absolutely... higii♥?!""",「웃기지… 마앗♥!! 나는 절대… 히기잇♥!?」,「别、别闹了！！我绝对……！」
,,,,,,,,,
Dialog.DLC2-3-90,,京は必死に抵抗するが、知能の低下した今では思考することすらままならない。,京拼命抵抗，但由於智力下降，現在連思考都變得困難。,,京は必死に抵抗するが、知能の低下した今では思考することすらままならない。,京拼命想要反抗，但在知能被大幅削減的現在，連好好思考都變得困難。,"Kei desperately resists, but with her intelligence diminished, she can barely even think anymore.","케이는 필사적으로 저항하지만, 지능이 저하된 지금은 사고하는 것조차 마음대로 되지 않는다.",京拼命想要反抗，但在知能被大幅削减的现在，连好好思考都变得困难。
,,,,,,,,,
Dialog.DLC2-3-91,,バチバチバチッ！！,咻咻咻！！,,バチバチバチッ！！,「劈啪劈啪！！」,Zap zap zap!!,바치바치바칫!!,「劈啪劈啪！！」
,,,,,,,,,
Dialog.DLC2-3-92,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-93,京,「お゛お゛っ、ぎっ、ぎぃいぃいっ、言わないっ…！私はっ…！」,「喔喔、咿、咿咿咿咿、不說…！我是…！」,,「お゛お゛っ、ぎっ、ぎぃいぃいっ、言わないっ…！私はっ…！」,「呃、呃啊、咿、咿…我才不要…！我是…！」,"""Ooh, gi, giiiii, I won't say it...! I am...!""","「오옷 오옷 옷, 큭, 키이이이잇, 말하지 않아…! 나는…!」",「呃、呃啊、咿、咿…我才不要…！我是…！」
,,,,,,,,,
Dialog.DLC2-3-94,,バチバチバチッ！！,咻咻咻！！,,バチバチバチッ！！,「劈啪劈啪！！」,Zap zap zap!!,바치바치바칫!!,「劈啪劈啪！！」
,,,,,,,,,
Dialog.DLC2-3-95,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-96,京,「お゛ほっ！？、き、き、…っ、ぐうっ！！！」,「喔喔！？、咿、咿、…、咕！！！」,,「お゛ほっ！？、き、き、…っ、ぐうっ！！！」,「啊！？嘰、嘰…呃…！！！」,"""Ohoh?! K-ki... guu!!!""","「오옷 홋!?, 키, 키, …윽, 크으윽!!!」",「啊！？吱、吱…呃…！！！」
,,,,,,,,,
Dialog.DLC2-3-97,,バチバチバチッ！！,咻咻咻！！,,バチバチバチッ！！,「劈啪劈啪！！」,Zap zap zap!!,바치바치바칫!!,「劈啪劈啪！！」
,,,,,,,,,
Dialog.DLC2-3-98,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-99,京,「き、きいっ…！？ぐうううっ！！」,「咿、咿…！？咕噫！！」,,「き、きいっ…！？ぐうううっ！！」,「嘰、嘰…！？呃啊啊啊！！」,"""K-kii...?! Guuuuh!!""","「키, 키잇…!? 크으으으윽!!」",「吱、吱…！？呃啊啊啊！！」
,,,,,,,,,
Dialog.DLC2-3-100,,バチバチバチッ！！,咻咻咻！！,,バチバチバチッ！！,「劈啪劈啪！！」,Zap zap zap!!,바치바치바칫!!,「劈啪劈啪！！」
,,,,,,,,,
Dialog.DLC2-3-101,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-102,,「お゛おおっ♥、お゛ほっ♥！？」,「噢、噢♥，噢♥！？」,,「お゛おおっ♥、お゛ほっ♥！？」,「呃啊、哈、哈！？」,"""Oooh♥ ohoh♥?!""","「오옷 오오옷♥, 오옷 홋♥!?」",「呃啊、哈、哈！？」
,,,,,,,,,
Dialog.DLC2-3-103,京,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-104,,「ひぎゅううううっ♥！？やめ、やめへっっ♥お゛っ♥、いぎゅうううっ！？！？」,「噫噫噫噫♥！？停、停♥噢♥、咿噫噫噫！？！？」,,「ひぎゅううううっ♥！？やめ、やめへっっ♥お゛っ♥、いぎゅうううっ！？！？」,「不要、住手…住手…呃、啊啊啊！？！？」,"""Higyuuuuu♥?! Shtop, shtop iit♥ oh♥ igyuuuu?!?!""","「히규우우우웃♥!? 멈춰 그만둿♥ 오옷 옷♥, 이규우우웃!?!?」",「不要、住手…住手…呃、啊啊啊！？！？」
,,,,,,,,,
Dialog.DLC2-3-105,,バチバチバチバチバチバチッ！！,咻咻咻咻咻咻！！,,バチバチバチバチバチバチッ！！,「劈啪劈啪劈啪劈啪！！」,Bzzzzzzzzzzzzzzzzzt!,바치바치바치바치바치바칫!!,「劈啪劈啪劈啪劈啪！！」
,,,,,,,,,
Dialog.DLC2-3-106,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
Dialog.DLC2-3-107,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す“キィーーーーーッ”です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員的回答皆以絕對肯定的“咿———”表示。其他發聲未經允許則禁止。】,,【K22号、下級戦闘員の返事は全て絶対の肯定を表す『キィーーーーーッ』です。それ以外の発声は許可なしでは禁止されます。】,【K22號，下級戰鬥員在回話時，一律只能發出代表絕對肯定的「嘰────」。未經許可不准做出其他發聲。】,"[K22, a junior soldier, can only reply with ""Kiiii"", which indicates absolute affirmation. They are not allowed to make other sounds.]","【K22호, 하급 전투원의 답변은 모두 절대 긍정을 나타내는 “키이ーーーーー잇”입니다. 그 외 발성은 허가 없이 금지됩니다.】",【K22号，下级战斗员在回话时，一律只能发出代表绝对肯定的「吱────」。未经许可不准做出其他发声。】
,,,,,,,,,
